Stream_KM,Longitude,Latitude,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V9_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V9_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V9_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW,LON_V8_NW,LON_V9_NW
88,16.0625722164,47.4486397327,0,0,0,0,0,236,236,187,187,101,101,101,101,236,187,101,101,101,101,101,101,101,236,187,187,101,101,101,278,278,101,0,236,236,236,187,187,187,187,187,0,236,236,236,236,236,236,236,236,236,101,101,101,101,101,101,101,101,236,236,101,101,101,101,101,101,101,0,531,533,533,533,533,533,533,534,531,532,533,533,533,533,533,533,533,530,532,533,533,533,532,533,532,532,0,529,530,532,532,531,531,531,531,0,531,531,531,531,531,532,532,533,532,532,532,532,532,533,533,533,533,532,532,532,532,533,533,533,533,533,0,47.4487035609,47.448735475,47.4487673891,47.4487993031,47.4488312171,47.4488631312,47.4488950452,47.4489269591,47.4486398892,47.4486400457,47.4486402022,47.4486403587,47.4486405151,47.4486406714,47.4486408278,47.4486409841,47.4486411403,47.44860804,47.4485763472,47.4485446545,47.4485129617,47.4484812689,47.4484495761,47.4484178833,47.4483861904,47.4483544976,0,47.448549779,47.4485048022,47.4484598254,47.4484148485,47.4483698717,47.4483248949,47.448279918,47.4482349412,0,47.4485759044,47.4485439902,47.448512076,47.4484801617,47.4484482475,47.4484163332,47.448384419,47.4483525047,47.4486395761,47.4486394194,47.4486392628,47.4486391061,47.4486389493,47.4486387925,47.4486386357,47.4486384788,47.4486383219,47.4486714254,47.448703118,47.4487348107,47.4487665033,47.4487981959,47.4488298885,47.4488615811,47.4488932737,47.4489249662,0,16.06266566,16.0627123819,16.0627591038,16.0628058258,16.0628525478,16.06289927,16.0629459921,16.0629927143,16.0626385217,16.0627048271,16.0627711324,16.0628374378,16.0629037431,16.0629700485,16.0630363538,16.0631026592,16.0631689645,16.0626192645,16.0626663126,16.0627133607,16.0627604087,16.0628074566,16.0628545045,16.0629015523,16.0629486,16.0629956477,0,16.062572678,16.0625729089,16.0625731397,16.0625733705,16.0625736013,16.0625738322,16.062574063,16.0625742938,0,16.062478773,16.0624320514,16.0623853299,16.0623386084,16.062291887,16.0622451656,16.0621984443,16.062151723,16.062505911,16.0624396057,16.0623733004,16.062306995,16.0622406897,16.0621743843,16.062108079,16.0620417736,16.0619754683,16.0625251682,16.0624781199,16.0624310716,16.0623840232,16.0623369748,16.0622899263,16.0622428777,16.0621958291,16.0621487805
87.5,16.0649331874,47.4447460105,0,0,0,0,136,136,136,127,127,127,127,127,127,136,136,136,127,127,127,187,187,136,0,136,136,136,136,136,136,187,187,0,134,134,134,134,187,187,187,187,134,134,134,134,134,134,187,187,187,134,134,134,134,134,134,134,196,196,0,0,281,281,281,281,281,134,134,521,521,521,521,521,521,521,521,521,521,521,520,520,521,521,521,521,522,0,521,521,521,521,521,521,521,521,0,518,520,520,520,520,521,521,522,518,520,521,521,522,524,524,524,524,518,520,521,521,521,522,523,524,524,0,0,519,519,520,521,521,522,522,47.4447779237,47.4448098369,47.44484175,47.4448736632,47.4449055763,47.4449374894,47.4449694024,47.4450013155,47.4450332285,47.4447461657,47.4447463209,47.444746476,47.444746631,47.4447467861,47.4447469411,47.444747096,47.4447472509,47.4447474058,0,47.4446826231,47.4446509293,47.4446192356,47.4445875418,47.444555848,47.4445241541,47.4444924603,47.4444607664,0,47.4446560568,47.4446110799,47.4445661031,47.4445211262,47.4444761493,47.4444311725,47.4443861956,47.4443412187,47.4447140973,47.4446821841,47.4446502709,47.4446183576,47.4445864443,47.444554531,47.4445226177,47.4444907044,47.444458791,47.4447458553,47.4447457001,47.4447455448,47.4447453894,47.444745234,47.4447450786,47.4447449232,47.4447447677,47.4447446122,0,0,47.4448410916,47.4448727852,47.4449044788,47.4449361724,47.444967866,47.4449995595,47.4450312531,16.0649799072,16.065026627,16.0650733469,16.0651200668,16.0651667868,16.0652135068,16.0652602269,16.0653069471,16.0653536673,16.0649994879,16.0650657884,16.0651320888,16.0651983893,16.0652646898,16.0653309902,16.0653972907,16.0654635912,16.0655298916,0,16.0650272739,16.065074317,16.0651213601,16.0651684031,16.0652154461,16.065262489,16.0653095319,16.0653565747,0,16.064933645,16.0649338738,16.0649341026,16.0649343313,16.0649345601,16.0649347889,16.0649350177,16.0649352465,16.0648864677,16.0648397481,16.0647930285,16.0647463089,16.0646995895,16.06465287,16.0646061507,16.0645594314,16.0645127121,16.064866887,16.0648005865,16.064734286,16.0646679856,16.0646016851,16.0645353846,16.0644690842,16.0644027837,16.0643364832,0,0,16.0647920573,16.0647450138,16.0646979703,16.0646509267,16.064603883,16.0645568393,16.0645097956
87,16.0679329929,47.4409778092,0,0,0,0,0,222,205,205,136,136,205,205,187,222,205,205,136,205,187,187,187,187,0,222,222,205,187,134,134,134,134,0,0,0,0,0,0,102,102,102,0,222,136,136,187,187,187,136,136,222,222,136,136,187,187,136,136,136,0,222,222,136,136,136,136,136,136,0,510,511,511,511,511,511,511,511,510,510,511,510,510,510,510,510,510,0,510,510,510,510,510,509,509,509,0,0,0,0,0,0,507,509,509,0,509,509,509,509,509,509,509,509,507,510,510,510,510,510,510,510,510,0,508,509,509,509,509,509,510,510,0,47.4410416331,47.4410735451,47.441105457,47.4411373689,47.4411692808,47.4412011926,47.4412331045,47.4412650163,47.4409779626,47.440978116,47.4409782694,47.4409784227,47.440978576,47.4409787292,47.4409788825,47.4409790356,47.4409791888,0,47.4409144192,47.4408827242,47.4408510292,47.4408193341,47.440787639,47.4407559439,47.4407242488,47.4406925537,0,0,0,0,0,0,47.4406629708,47.4406179939,47.440573017,0,47.4409139852,47.4408820731,47.4408501611,47.440818249,47.4407863369,47.4407544248,47.4407225127,47.4406906005,47.4409776557,47.4409775022,47.4409773486,47.440977195,47.4409770414,47.4409768877,47.440976734,47.4409765803,47.4409764265,0,47.4410411991,47.441072894,47.4411045889,47.4411362838,47.4411679786,47.4411996734,47.4412313683,47.4412630631,0,16.0680264295,16.0680731478,16.0681198663,16.0681665848,16.0682133033,16.0682600219,16.0683067405,16.0683534592,16.0679992887,16.0680655844,16.0681318802,16.0681981759,16.0682644717,16.0683307674,16.0683970632,16.0684633589,16.0685296547,0,16.068027069,16.068074107,16.0681211449,16.0681681828,16.0682152206,16.0682622584,16.0683092961,16.0683563337,0,0,0,0,0,0,16.0679345763,16.0679348025,16.0679350287,0,16.0678395566,16.0677928385,16.0677461205,16.0676994025,16.0676526846,16.0676059667,16.0675592489,16.0675125312,16.0678666972,16.0678004014,16.0677341057,16.0676678099,16.0676015142,16.0675352184,16.0674689227,16.0674026269,16.0673363312,0,16.0678389166,16.0677918783,16.06774484,16.0676978016,16.0676507632,16.0676037247,16.0675566862,16.0675096476
86.5,16.0711233308,47.4370930579,0,0,0,0,0,236,187,187,187,187,187,187,187,236,236,187,187,187,187,187,187,187,0,236,236,187,187,187,187,187,187,0,0,0,0,0,0,0,242,242,236,236,236,187,187,187,187,187,187,236,236,187,187,187,187,187,187,187,0,236,236,236,236,236,187,187,187,0,499,500,500,500,500,500,500,500,498,499,499,499,499,499,499,499,499,0,499,499,499,499,498,497,498,499,0,0,0,0,0,0,0,496,497,495,496,498,498,498,498,498,498,498,496,498,499,499,499,499,499,499,499,0,496,497,498,498,499,499,500,500,0,47.4371568793,47.4371887899,47.4372207006,47.4372526112,47.4372845218,47.4373164324,47.4373483429,47.4373802535,47.4370932095,47.437093361,47.4370935125,47.437093664,47.4370938154,47.4370939668,47.4370941182,47.4370942695,47.4370944208,0,47.4370296652,47.4369979689,47.4369662725,47.4369345761,47.4369028797,47.4368711833,47.4368394868,47.4368077903,0,0,0,0,0,0,0,47.4367332423,47.4366882653,47.4370611472,47.4370292364,47.4369973257,47.4369654149,47.4369335041,47.4369015933,47.4368696825,47.4368377716,47.4368058607,47.4370929063,47.4370927546,47.4370926029,47.4370924512,47.4370922994,47.4370921476,47.4370919957,47.4370918438,47.4370916919,0,47.4371564505,47.4371881467,47.4372198429,47.4372515392,47.4372832354,47.4373149315,47.4373466277,47.4373783238,0,16.0712167644,16.0712634812,16.0713101982,16.0713569152,16.0714036322,16.0714503493,16.0714970665,16.0715437837,16.0711896217,16.0712559126,16.0713222034,16.0713884943,16.0714547852,16.0715210761,16.071587367,16.0716536579,16.0717199488,0,16.0712173962,16.0712644287,16.0713114613,16.0713584938,16.0714055262,16.0714525586,16.0714995909,16.0715466231,0,0,0,0,0,0,0,16.0711251184,16.0711253418,16.0710766141,16.0710298974,16.0709831808,16.0709364643,16.0708897478,16.0708430314,16.070796315,16.0707495987,16.0707028825,16.0710570399,16.070990749,16.0709244581,16.0708581673,16.0707918764,16.0707255855,16.0706592946,16.0705930037,16.0705267128,0,16.0710292652,16.0709822323,16.0709351994,16.0708881664,16.0708411334,16.0707941003,16.0707470671,16.0707000339
86,16.0745367243,47.4335510696,0,0,0,0,0,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,0,242,242,242,242,283,283,119,119,0,0,0,0,0,0,0,283,283,0,283,283,283,283,283,283,283,283,242,283,283,283,283,283,283,283,283,242,242,101,101,101,101,101,101,101,0,488,488,488,488,488,488,488,489,487,488,488,488,488,487,487,488,488,0,487,487,487,487,487,487,487,487,0,0,0,0,0,0,0,487,487,0,487,488,488,488,488,488,488,488,486,488,487,488,488,488,488,488,488,486,488,488,488,488,488,488,489,489,0,47.4336148883,47.4336467975,47.4336787068,47.4337106161,47.4337425253,47.4337744345,47.4338063437,47.4338382529,47.4335512192,47.4335513688,47.4335515183,47.4335516678,47.4335518173,47.4335519667,47.4335521161,47.4335522654,47.4335524147,0,47.4334876741,47.4334559763,47.4334242785,47.4333925807,47.4333608829,47.433329185,47.4332974871,47.4332657892,0,0,0,0,0,0,0,47.4331912537,47.4331462767,0,47.4334872509,47.4334553415,47.4334234321,47.4333915227,47.4333596133,47.4333277038,47.4332957944,47.4332638849,47.43355092,47.4335507703,47.4335506206,47.4335504708,47.433550321,47.4335501712,47.4335500213,47.4335498714,47.4335497215,47.4335827674,47.4336144651,47.4336461628,47.4336778604,47.4337095581,47.4337412557,47.4337729533,47.4338046509,47.4338363485,0,16.0746301558,16.0746768716,16.0747235875,16.0747703034,16.0748170194,16.0748637355,16.0749104516,16.0749571677,16.0746030108,16.0746692973,16.0747355837,16.0748018702,16.0748681566,16.0749344431,16.0750007295,16.075067016,16.0751333025,0,16.0746307793,16.0746778067,16.074724834,16.0747718613,16.0748188885,16.0748659157,16.0749129428,16.0749599698,0,0,0,0,0,0,0,16.0745384884,16.0745387089,0,16.0744432931,16.0743965776,16.0743498621,16.0743031467,16.0742564313,16.074209716,16.0741630007,16.0741162855,16.0744704379,16.0744041514,16.074337865,16.0742715785,16.0742052921,16.0741390056,16.0740727192,16.0740064327,16.0739401463,16.0744896968,16.0744426692,16.0743956415,16.0743486138,16.074301586,16.0742545582,16.0742075303,16.0741605023,16.0741134743
85.5,16.0796145333,47.4314400775,0,0,0,0,0,283,283,283,187,205,205,205,205,0,0,0,0,0,0,0,0,0,0,283,187,205,205,205,205,205,205,283,187,205,205,205,187,205,205,205,283,187,205,205,205,205,205,205,205,0,0,0,0,0,0,0,0,0,0,283,283,283,136,136,136,136,136,0,480,479,479,479,478,479,479,479,0,0,0,0,0,0,0,0,0,0,479,480,480,479,478,478,478,478,478,479,479,479,479,479,478,478,478,478,479,480,479,479,479,479,479,479,0,0,0,0,0,0,0,0,0,0,480,480,479,479,479,480,480,480,0,47.431503892,47.4315357992,47.4315677064,47.4315996136,47.4316315208,47.431663428,47.4316953351,47.4317272422,0,0,0,0,0,0,0,0,0,0,47.4313766778,47.4313449779,47.431313278,47.431281578,47.4312498781,47.4312181781,47.4311864781,47.4311547781,47.4313951005,47.4313501234,47.4313051464,47.4312601694,47.4312151924,47.4311702153,47.4311252383,47.4310802613,47.4310352842,47.4314081702,47.4313762629,47.4313443556,47.4313124482,47.4312805408,47.4312486335,47.4312167261,47.4311848186,47.4311529112,0,0,0,0,0,0,0,0,0,0,47.4315034771,47.4315351769,47.4315668767,47.4315985764,47.4316302762,47.4316619759,47.4316936756,47.4317253752,0,16.0797079672,16.0797546843,16.0798014013,16.0798481185,16.0798948357,16.079941553,16.0799882703,16.0800349876,0,0,0,0,0,0,0,0,0,0,16.0797085784,16.0797556009,16.0798026233,16.0798496456,16.0798966679,16.0799436902,16.0799907123,16.0800377345,16.0796147495,16.0796149657,16.0796151818,16.079615398,16.0796156142,16.0796158303,16.0796160465,16.0796162627,16.0796164788,16.0795678165,16.0795210997,16.0794743829,16.0794276662,16.0793809496,16.079334233,16.0792875165,16.0792408,16.0791940836,0,0,0,0,0,0,0,0,0,0,16.079520488,16.0794734653,16.0794264425,16.0793794196,16.0793323967,16.0792853737,16.0792383507,16.0791913276
85,16.0833257197,47.4299966041,0,0,0,0,0,240,240,240,240,270,270,270,270,0,240,240,240,240,240,240,133,270,240,240,101,101,101,270,270,270,187,240,240,101,101,101,101,101,101,101,0,240,240,240,240,101,101,101,101,0,0,240,240,240,240,240,240,119,240,240,240,119,119,119,119,119,119,0,471,471,471,472,472,472,474,476,0,469,469,470,471,471,471,471,471,469,471,471,471,472,474,476,479,479,469,472,472,472,472,472,472,472,472,0,470,471,472,472,472,472,472,473,0,0,471,471,471,472,472,472,473,471,472,472,472,472,472,472,472,473,0,47.4300604157,47.4300923214,47.4301242271,47.4301561328,47.4301880385,47.4302199441,47.4302518497,47.4302837554,0,47.4299968931,47.4299970376,47.429997182,47.4299973263,47.4299974706,47.4299976149,47.4299977592,47.4299979034,47.4299649028,47.4299332013,47.4299014999,47.4298697985,47.429838097,47.4298063955,47.429774694,47.4297429925,47.429711291,47.4299516271,47.42990665,47.429861673,47.4298166959,47.4297717189,47.4297267418,47.4296817648,47.4296367877,47.4295918107,0,47.4299327925,47.4299008867,47.4298689809,47.429837075,47.4298051691,47.4297732632,47.4297413573,47.4297094514,0,0,47.4299961704,47.4299960257,47.429995881,47.4299957362,47.4299955915,47.4299954466,47.4299953018,47.4300283055,47.4300600068,47.4300917082,47.4301234095,47.4301551108,47.430186812,47.4302185133,47.4302502145,47.4302819157,0,16.0834191555,16.0834658736,16.0835125916,16.0835593097,16.0836060279,16.0836527462,16.0836994644,16.0837461828,0,16.0834582838,16.0835245658,16.0835908479,16.0836571299,16.0837234119,16.083789694,16.083855976,16.0839222581,16.0833727388,16.0834197578,16.0834667767,16.0835137956,16.0835608144,16.0836078332,16.0836548519,16.0837018706,16.0837488892,16.0833259327,16.0833261457,16.0833263587,16.0833265717,16.0833267847,16.0833269977,16.0833272107,16.0833274237,16.0833276367,0,16.0832322841,16.0831855664,16.0831388487,16.0830921311,16.0830454135,16.082998696,16.0829519786,16.0829052612,0,0,16.0831268736,16.0830605916,16.0829943095,16.0829280275,16.0828617455,16.0827954634,16.0827291814,16.0832787006,16.0832316814,16.0831846622,16.0831376429,16.0830906235,16.0830436041,16.0829965847,16.0829495652,16.0829025456
84.5,16.0862964439,47.4273791646,0,0,0,0,0,240,240,240,119,119,119,119,119,240,240,240,240,119,119,119,119,119,0,240,240,240,240,240,240,240,240,0,0,0,240,240,119,119,119,119,240,240,240,240,119,119,119,119,119,240,240,119,119,119,119,119,119,119,0,240,119,119,119,119,119,119,119,0,463,464,463,464,464,464,464,464,463,463,463,463,463,463,463,464,464,0,463,463,463,463,463,463,463,463,0,0,0,463,464,464,464,464,464,463,464,464,464,465,465,466,467,467,464,464,464,464,465,465,465,466,467,0,464,464,464,464,464,465,465,465,0,47.4274429737,47.4274748783,47.4275067828,47.4275386873,47.4275705917,47.4276024962,47.4276344006,47.427666305,47.4273793074,47.4273794502,47.4273795929,47.4273797355,47.4273798782,47.4273800208,47.4273801633,47.4273803059,47.4273804483,0,47.4273157593,47.4272840567,47.427252354,47.4272206513,47.4271889486,47.4271572458,47.4271255431,47.4270938403,0,0,0,47.4271992563,47.4271542792,47.4271093021,47.427064325,47.427019348,47.4269743709,47.42734726,47.4273153554,47.4272834508,47.4272515461,47.4272196415,47.4271877368,47.4271558321,47.4271239274,47.4270920226,47.4273790218,47.4273788789,47.427378736,47.4273785931,47.4273784501,47.4273783071,47.427378164,47.4273780209,47.4273778778,0,47.4274425698,47.4274742724,47.4275059749,47.4275376774,47.4275693799,47.4276010824,47.4276327849,47.4276644874,0,16.0863898787,16.0864365962,16.0864833138,16.0865300314,16.086576749,16.0866234668,16.0866701845,16.0867169024,16.0863627226,16.0864290014,16.0864952802,16.0865615589,16.0866278377,16.0866941165,16.0867603953,16.086826674,16.0868929528,0,16.0863904737,16.0864374885,16.0864845033,16.086531518,16.0865785327,16.0866255473,16.0866725619,16.0867195764,0,0,0,16.0862972857,16.0862974961,16.0862977065,16.086297917,16.0862981274,16.0862983379,16.0862497265,16.0862030093,16.0861562921,16.0861095749,16.0860628578,16.0860161408,16.0859694238,16.0859227068,16.08587599,16.0862301651,16.0861638863,16.0860976076,16.0860313288,16.0859650501,16.0858987713,16.0858324925,16.0857662138,16.085699935,0,16.0862024138,16.0861553987,16.0861083835,16.0860613683,16.086014353,16.0859673377,16.0859203223,16.0858733068
84,16.0907989182,47.4245282006,0,0,0,0,240,101,101,101,101,187,187,187,187,0,240,240,101,101,101,101,101,101,0,0,240,240,240,240,205,205,205,240,205,205,134,134,134,187,187,187,240,205,205,134,134,134,187,187,187,0,240,240,240,205,205,205,205,205,0,240,240,240,101,101,101,101,101,457,457,457,458,458,460,460,460,460,0,457,457,457,457,457,457,458,459,0,0,455,456,458,458,458,458,458,455,458,458,459,459,459,458,458,458,455,458,458,459,459,459,458,458,458,0,455,456,457,458,458,459,459,459,0,458,458,458,458,458,457,459,459,47.4245601033,47.4245920061,47.4246239088,47.4246558115,47.4246877142,47.4247196168,47.4247515194,47.4247834221,47.4248153247,0,47.4245284809,47.424528621,47.4245287611,47.4245289011,47.4245290411,47.4245291811,47.424529321,47.4245294608,0,0,47.424433087,47.4244013825,47.4243696779,47.4243379733,47.4243062687,47.4242745641,47.4242428594,47.4244832235,47.4244382464,47.4243932692,47.4243482921,47.424303315,47.4242583379,47.4242133608,47.4241683836,47.4241234065,47.4244962978,47.424464395,47.4244324922,47.4244005894,47.4243686865,47.4243367837,47.4243048808,47.4242729779,47.424241075,0,47.4245279201,47.4245277798,47.4245276395,47.4245274991,47.4245273587,47.4245272182,47.4245270778,47.4245269372,0,47.4245916095,47.424623314,47.4246550184,47.4246867228,47.4247184272,47.4247501315,47.4247818359,47.4248135402,16.0908456358,16.0908923534,16.0909390711,16.0909857889,16.0910325067,16.0910792246,16.0911259425,16.0911726605,16.0912193786,0,16.0909314686,16.0909977438,16.091064019,16.0911302942,16.0911965694,16.0912628446,16.0913291199,16.0913953951,0,0,16.0909399471,16.0909869566,16.0910339661,16.0910809755,16.0911279849,16.0911749942,16.0912220035,16.0907991248,16.0907993313,16.0907995379,16.0907997445,16.0907999511,16.0908001577,16.0908003643,16.0908005709,16.0908007775,16.0907522006,16.0907054831,16.0906587657,16.0906120483,16.090565331,16.0905186138,16.0904718966,16.0904251794,16.0903784623,0,16.0906663677,16.0906000925,16.0905338173,16.0904675421,16.0904012669,16.0903349917,16.0902687165,16.0902024413,0,16.0907048986,16.0906578887,16.0906108788,16.0905638688,16.0905168588,16.0904698487,16.0904228385,16.0903758283
83.5,16.0944908233,47.4209402397,0,0,0,0,242,242,119,119,119,119,205,205,205,242,242,119,119,119,119,119,119,119,0,242,242,242,242,242,242,242,0,0,0,242,242,101,101,101,105,105,242,242,242,101,105,105,105,187,165,242,242,101,101,101,101,105,105,187,0,242,242,242,242,101,101,101,105,452,453,452,452,452,452,452,452,452,451,453,452,452,452,452,452,452,452,0,452,452,452,452,452,450,450,0,0,0,452,453,452,452,452,452,452,451,452,452,452,452,453,456,458,458,452,452,452,452,452,452,453,455,457,0,451,452,452,453,452,453,452,453,47.4209721409,47.4210040422,47.4210359434,47.4210678446,47.4210997458,47.421131647,47.4211635481,47.4211954493,47.4212273504,47.4209403777,47.4209405157,47.4209406537,47.4209407916,47.4209409295,47.4209410673,47.4209412051,47.4209413429,47.4209414807,0,47.4208768276,47.4208451215,47.4208134154,47.4207817093,47.4207500031,47.420718297,47.4206865908,0,0,0,47.4208053082,47.420760331,47.4207153539,47.4206703767,47.4206253996,47.4205804224,47.4205354452,47.4209083384,47.4208764371,47.4208445358,47.4208126344,47.4207807331,47.4207488317,47.4207169303,47.4206850289,47.4206531274,47.4209401016,47.4209399635,47.4209398253,47.4209396871,47.4209395489,47.4209394106,47.4209392723,47.420939134,47.4209389956,0,47.4210036517,47.4210353577,47.4210670636,47.4210987696,47.4211304755,47.4211621814,47.4211938873,47.4212255932,16.0945375399,16.0945842567,16.0946309734,16.0946776903,16.0947244072,16.0947711241,16.0948178411,16.0948645582,16.0949112753,16.094557094,16.0946233647,16.0946896354,16.0947559062,16.0948221769,16.0948884476,16.0949547183,16.0950209891,16.0950872598,0,16.0945848318,16.094631836,16.0946788401,16.0947258441,16.0947728482,16.0948198521,16.094866856,0,0,0,16.0944914335,16.0944916369,16.0944918404,16.0944920438,16.0944922472,16.0944924506,16.094492654,16.0944441066,16.0943973901,16.0943506736,16.0943039572,16.0942572408,16.0942105244,16.0941638082,16.094117092,16.0940703758,16.0944245525,16.0943582818,16.0942920111,16.0942257404,16.0941594696,16.0940931989,16.0940269282,16.0939606575,16.0938943868,0,16.0943968145,16.09434981,16.0943028055,16.094255801,16.0942087963,16.0941617916,16.0941147869,16.0940677821
